item_name,cat,kcal_100g,fat_100g,carbs_100g,protein_100g,source,cat_l1,cat_l2,cat_l3,item_name_word_count
nudeln penne rigate,penne rigate,357.0,1.4,72.0,12.5,off,grains & pasta,pasta & noodles,penne rigate,3
nudeln eliche,fusilli,357.0,1.4,72.0,12.5,off,grains & pasta,pasta & noodles,fusilli,2
eliche tricolore nudeln,durum wheat pasta,358.0,1.8,71.1,12.5,off,grains & pasta,pasta & noodles,durum wheat pasta,3
riccioli,dry durum wheat pasta,357.0,1.4,72.0,12.5,off,grains & pasta,pasta & noodles,dry durum wheat pasta,1
chocolat blanc et cereales croustillantes,white chocolates,527.0,28.6,59.7,7.4,off,sweets & confectionery,chocolate,white chocolates,5
crunch noir,dark chocolates,509.0,27.3,54.4,5.9,off,sweets & confectionery,chocolate,dark chocolates,2
maxibon cookie,ice creams,355.0,19.8,39.4,4.1,off,dairy & eggs,ice cream & frozen yogurt,ice creams,2
tableta milkybar,white chocolates,555.0,32.5,61.6,3.7,off,sweets & confectionery,chocolate,white chocolates,2
festive friends,confectioneries,531.0,29.6,57.4,7.6,off,snacks,other snacks,confectioneries,2
kitkat easter break,chocolates,540.0,31.7,55.4,6.6,off,sweets & confectionery,chocolate,chocolates,3
billes chocolat au lait,chocolate candies,507.0,25.0,62.9,6.2,off,sweets & confectionery,candy & gummy,chocolate candies,4
rosii cirio diced tomatoes,tomato pulps,27.0,0.2,4.4,1.1,off,vegetables,canned vegetables,tomato pulps,4
albicocca,fruit juices,41.0,0.0,8.7,0.0,off,fruits,fruit juices,fruit juices,1
garden hazelnut,biscuits,517.845761631612,29.0,56.0,8.4,off,baked goods,cookies & biscuits,biscuits,2
loacker,snacking-adulte,517.0,27.0,58.0,8.6,off,,,snacking-adulte,1
parmigianino reggiano,parmigiano-reggiano,402.0,30.0,0.0,32.0,off,dairy & eggs,cheese,parmigiano-reggiano,2
certosa,italian cheeses,274.0,24.0,2.5,12.0,off,,,italian cheeses,1
gorgonzola dop dolce latte,gorgonzolas,316.0,26.0,1.5,19.0,off,dairy & eggs,cheese,gorgonzolas,4
gim,gorgonzolas,316.0,26.0,1.5,19.0,off,dairy & eggs,cheese,gorgonzolas,1
galbanino,cheeses,319.0,25.0,1.5,22.0,off,dairy & eggs,cheese,cheeses,1
mozzarella,mozzarella,260.0,19.0,2.2,20.0,off,dairy & eggs,cheese,mozzarella,1
mozzarella mini,kaas-voor-borrel,233.0,17.0,1.0,19.0,off,dairy & eggs,cheese,kaas-voor-borrel,2
mozzarella santa lucia,mozzarella,238.0,18.0,2.0,17.0,off,dairy & eggs,cheese,mozzarella,3
mozzarella,kaas-voor-borrel,220.0,16.0,2.0,17.0,off,dairy & eggs,cheese,kaas-voor-borrel,1
mozzarella,cow mozzarella,215.8,16.0,1.3,17.0,off,dairy & eggs,cheese,cow mozzarella,1
mozzarella santa lucia,cow mozzarella,220.0,16.0,2.0,17.0,off,dairy & eggs,cheese,cow mozzarella,3
fiocchi di latte,fresh cheeses,100.0,6.0,1.6,9.8,off,dairy & eggs,cheese,fresh cheeses,3
mascarpone,mascarpone,403.0,41.0,4.0,4.5,off,dairy & eggs,cheese,mascarpone,1
mascarpone,monchou,403.0,41.0,4.0,4.5,off,,,monchou,1
ricottina,ricotta,114.444444444444,5.4,5.5,8.0,off,dairy & eggs,cheese,ricotta,1
ricotta senza lattosio,ricotta,160.0,12.0,5.0,8.0,off,dairy & eggs,cheese,ricotta,3
ricotta vallelata,ricotta,164.0,12.0,6.0,8.0,off,dairy & eggs,cheese,ricotta,2
paesano,cheeses,499.0,35.0,3.0,43.0,off,dairy & eggs,cheese,cheeses,1
grana padano d o p,grana padano,395.0,29.0,0.0,33.0,off,dairy & eggs,cheese,grana padano,3
bueno,chocolate nuts cookie bars,572.0,37.3,49.5,8.6,off,snacks,snack bars,chocolate nuts cookie bars,1
bonbons,bonbons,627.0,48.3,38.6,7.4,off,sweets & confectionery,candy & gummy,bonbons,1
kinder bueno,chocolate nuts cookie bars,567.441860465116,37.2093023255814,49.3023255813954,8.37209302325581,off,snacks,snack bars,chocolate nuts cookie bars,2
kinder bueno,chocolate nuts cookie bars,401.631565638951,35.5132423037574,54.7210321335565,4.99741094680059,off,snacks,snack bars,chocolate nuts cookie bars,2
nutella,cocoa and hazelnuts spreads,539.0,30.9,57.5,6.3,off,sweets & confectionery,jams & spreads,cocoa and hazelnuts spreads,1
tic tac orange,candies,180.58211174846,0.7,96.7,0.1,off,sweets & confectionery,candy & gummy,candies,3
kinder bueno mini,chocolate nuts cookie bars,572.0,37.3,49.5,8.6,off,snacks,snack bars,chocolate nuts cookie bars,3
ferrero rocher,chocolate candies,603.0,42.7,44.4,8.2,off,sweets & confectionery,candy & gummy,chocolate candies,2
kinder cereali,chocolate covered bars with milk and cereals,561.0,33.8,54.9,8.6,off,snacks,snack bars,chocolate covered bars with milk and cereals,2
fiesta,pastries,449.0,20.8,54.9,3.8,off,baked goods,cakes & pastries,pastries,1
kinder delice,chocolate soft cake,451.282051282051,22.8205128205128,58.2051282051282,5.38461538461539,off,,,chocolate soft cake,2
brioss,sweet snacks,422.0,21.0,47.0,9.4,off,snacks,other snacks,sweet snacks,1
kinder schokobons white,bonbons,577.0,38.3,47.3,10.3,off,sweets & confectionery,candy & gummy,bonbons,3
nutella biscuits fergulf,biscuits/cookies (shelf stable),515.0,24.8,64.0,7.9,off,baked goods,cookies & biscuits,biscuits/cookies (shelf stable),3
confetteria raffaello piacere puro ferrero,bonbons,628.0,48.6,38.3,7.2,off,sweets & confectionery,candy & gummy,bonbons,5
sues giotto haselnuss,candies,632.0,48.0,38.4,10.1,off,sweets & confectionery,candy & gummy,candies,3
kinder joy,chocolates,550.0,32.0,56.5,8.2,off,sweets & confectionery,chocolate,chocolates,2
tic tac travels,breath-mint,394.0,0.5,96.5,0.1,off,,,breath-mint,3
tic tac festival,candies,392.0,0.5,94.3,0.1,off,sweets & confectionery,candy & gummy,candies,3
ferrero rocher haselnuss white,white chocolates with hazelnuts,610.0,43.4,44.9,9.2,off,sweets & confectionery,chocolate,white chocolates with hazelnuts,4
nutella biscuits,chocolate biscuits,519.577687173913,24.6376811594203,65.9420289855072,7.97101449275362,off,baked goods,cookies & biscuits,chocolate biscuits,2
kinder tronky,stuffed wafers,522.222222222222,27.8,57.1,9.8,off,baked goods,cookies & biscuits,stuffed wafers,2
kinder kinderini,pastries,494.0,22.1,66.8,5.9,off,baked goods,cakes & pastries,pastries,2
glace au nutella,ice cream tubs,343.558282208589,23.0,29.8,4.1,off,dairy & eggs,ice cream & frozen yogurt,ice cream tubs,3
crunchy cookies,chocolate chip cookies,531.0,29.9,58.7,6.2,off,baked goods,cookies & biscuits,chocolate chip cookies,2
christmas kinder calendar chocolates,confectioneries,583.0,37.2,52.4,9.0,off,snacks,other snacks,confectioneries,4
ferrero kusschen,bonbons,628.0,47.3,39.7,8.4,off,sweets & confectionery,candy & gummy,bonbons,2
kinder crispy,candy chocolate bars,573.0,36.8,51.8,7.8,off,sweets & confectionery,chocolate,candy chocolate bars,2
crisps,chocolate candies,573.0,36.8,51.8,7.8,off,sweets & confectionery,candy & gummy,chocolate candies,1
proteines,barras-de-frutos-secos,497.5,30.3,31.6,21.6,off,,,barras-de-frutos-secos,1
nutella donut,confectioneries,442.0,21.3,53.4,8.1,off,snacks,other snacks,confectioneries,2
bomba calabrese,salted spreads,268.0,26.0,5.4,1.9,off,sweets & confectionery,jams & spreads,salted spreads,2
cipolle borettane,pickled onions,50.0,0.9,9.0,0.9,off,vegetables,"pickles, olives & peppers",pickled onions,2
paste di mandorla vg,biscuits,406.0,12.0,64.0,8.8,off,baked goods,cookies & biscuits,biscuits,4
emmentaler,emmentaler,395.0,31.0,0.0,29.0,off,dairy & eggs,cheese,emmentaler,1
ravioli ricotta e spinaci,ravioli with ricotta and spinach,265.0,12.0,30.0,7.9,off,grains & pasta,pasta & noodles,ravioli with ricotta and spinach,4
ricotta di bufala vg,vegetarian patties,178.0,7.2,17.0,6.8,off,plant-based alternatives,plant-based meat,vegetarian patties,4
grissin artigianali,breadsticks,403.0,10.3,64.2,10.6,off,grains & pasta,bread,breadsticks,2
artisan breadsticks with olives,breads,420.0,15.0,65.0,10.0,off,grains & pasta,bread,breads,4
dadi knorr funghi porcini,bouillon cubes,5.0,0.0,0.5,0.5,off,soups,broth & stock,bouillon cubes,4
farina per polenta bramata,corn semolinas for polenta,342.0,1.3,85.0,9.0,off,grains & pasta,flour & corn meal,corn semolinas for polenta,4
tortellini alle carni bianche,tortellini,262.0,4.8,38.5,14.2,off,grains & pasta,pasta & noodles,tortellini,4
viennetta vanille,ice creams,239.0,14.0,26.0,2.1,off,dairy & eggs,ice cream & frozen yogurt,ice creams,2
calippo fresa,ice pops,90.0,0.4,21.0,0.5,off,dairy & eggs,dairy desserts,ice pops,2
calippo parfum cola,ice pops,83.0,0.5,20.0,0.5,off,dairy & eggs,dairy desserts,ice pops,3
pane integrale a fette,multigrain sliced breads,260.0,5.1,39.0,10.0,off,grains & pasta,bread,multigrain sliced breads,4
cappuccino,instant powder for coffee with milk,448.0,18.0,49.0,21.0,off,,,instant powder for coffee with milk,1
prugne secche,dried prunes,218.0,0.4,48.0,2.2,off,fruits,dried fruits,dried prunes,2
biscotti triangolini alla soia,biscuits,464.0,18.0,64.0,10.0,off,baked goods,cookies & biscuits,biscuits,4
pesto alla genovese,groceries,531.0,53.0,9.0,4.3,off,other,undefined,groceries,3
spremi e gusta,baby foods,59.0,0.14,13.3,0.38,off,baby food,baby food,baby foods,3
colomba classica,colomba,418.0,15.0,64.0,6.0,off,baked goods,cakes & pastries,colomba,2
colomba classica,colomba,412.0,18.0,55.0,6.7,off,baked goods,cakes & pastries,colomba,2
olivoli nere toste,pestos,352.0,33.6,3.0,1.9,off,condiments & sauces,cooking sauces,pestos,3
sottoli,sauces,96.0,8.0,2.7,0.7,off,condiments & sauces,cooking sauces,sauces,1
fiery red chilli pesto,groceries,311.0,30.0,5.5,3.2,off,other,undefined,groceries,4
tomates sechees au soleil,dried tomato in oil,208.0,15.8,8.2,3.9,off,fruits,canned & preserved fruits,dried tomato in oil,4
biscotti farro riso germogliato,biscuits,428.125,13.0,67.0,9.8,off,baked goods,cookies & biscuits,biscuits,4
colomba lemondoro,colomba,388.0,16.0,52.0,6.7,off,baked goods,cakes & pastries,colomba,2
colomba,colomba,420.0,21.0,49.0,7.4,off,baked goods,cakes & pastries,colomba,1
zeropiu,dry biscuits,503.916449086162,16.0,68.0,7.0,off,baked goods,cookies & biscuits,dry biscuits,1
petits poissons frits,fish fritters,231.0,17.0,6.5,13.0,off,,,fish fritters,3
muesli alla frutta biologico,mueslis with fruits,352.0,5.3,64.0,8.5,off,grains & pasta,cereal,mueslis with fruits,4
mozzarella biologica,mozzarella,174.4,17.0,0.7,17.0,off,dairy & eggs,cheese,mozzarella,2
latte intero uht,cow milks,66.0,3.8,4.8,3.2,off,dairy & eggs,milk,cow milks,3
granola,mueslis,452.0,18.0,53.0,16.0,off,grains & pasta,cereal,mueslis,1
arachidi tostate,roasted peanuts,636.0,53.0,7.3,28.0,off,snacks,nuts & seeds,roasted peanuts,2
mortadella,mortadella,295.0,26.0,0.0,15.0,off,meat,processed meats & cold cuts,mortadella,1
penne rigate mais e riso,penne rigate,358.75,2.3,77.0,6.3,off,grains & pasta,pasta & noodles,penne rigate,5
alta digeribilita,lactose-free milk,34.0,0.0,4.9,3.3,off,dairy & eggs,milk,lactose-free milk,2
burratina,cow burrata,218.0,19.0,0.7,11.0,off,dairy & eggs,cheese,cow burrata,1
feta,feta blocs,180.625,25.0,0.7,17.0,off,dairy & eggs,cheese,feta blocs,1
the limone,lemon flavored iced teas,33.0,0.1,8.0,0.1,off,beverages,tea,lemon flavored iced teas,2
tofu al naturale,tofu,149.0,9.0,0.7,16.0,off,plant-based alternatives,plant-based meat,tofu,3
seitan alla piastra,seitan,186.0,2.7,13.0,26.0,off,plant-based alternatives,plant-based meat,seitan,3
ricottine,ricotta,143.0,11.0,3.0,8.0,off,dairy & eggs,cheese,ricotta,1
piadina al farro,piadina,323.0,8.6,51.0,9.5,off,grains & pasta,bread,piadina,3
scamorza affumicata,scamorza,290.0,22.0,1.0,22.0,off,dairy & eggs,cheese,scamorza,2
filetti di merluzzo,cod fillets,92.0,2.4,7.5,9.8,off,fish & seafood,fresh fish,cod fillets,3
marmellata di arance biologica,orange jams,200.0,0.0,49.0,0.0,off,sweets & confectionery,jams & spreads,orange jams,4
pane ai cereali e semi,multigrain sliced breads,257.0,7.6,40.0,4.3,off,grains & pasta,bread,multigrain sliced breads,5
polpette di pollo,chicken meat balls,137.0,4.4,4.4,16.0,off,,,chicken meat balls,3
bocconcini di mozzarella,lactose-free cheeses,215.0,16.0,0.8,17.0,off,dairy & eggs,cheese,lactose-free cheeses,3
pesto senza aglio,groceries,616.0,63.0,5.4,6.2,off,other,undefined,groceries,3
semi di zucca biologici,unshelled pumpkin seeds,593.0,49.0,4.7,30.0,off,,,unshelled pumpkin seeds,4
maniche multicereali biologiche,pastas,347.5,2.1,76.0,9.0,off,grains & pasta,pasta & noodles,pastas,3
mozzarella,mozzarella,213.0,16.0,0.0,18.0,off,dairy & eggs,cheese,mozzarella,1
fagioli cannellini,canned legumes,111.0,0.0,15.0,8.0,off,legumes & beans,canned beans,canned legumes,2
yogurt caffe,yogurts,74.0,0.0,14.0,3.4,off,dairy & eggs,yogurt,yogurts,2
yogurt fragola,fruit yogurts,73.0,0.0,14.0,3.2,off,dairy & eggs,yogurt,fruit yogurts,2
ricottine,ricotta,150.0,12.0,3.0,7.5,off,dairy & eggs,cheese,ricotta,1
tortilla classica,wheat flatbreads,471.0,21.0,62.0,7.3,off,grains & pasta,bread,wheat flatbreads,2
cuori di filetti di nasello,frozen fishes,66.0,0.0,0.0,16.0,off,fish & seafood,frozen fish & seafood,frozen fishes,5
yogurt coop,cherry yogurts,71.0,0.0,13.0,3.4,off,dairy & eggs,yogurt,cherry yogurts,2
fagiolini finissimi surgelati,frozen green beans,28.6666666666667,0.1,2.4,2.1,off,vegetables,frozen vegetables,frozen green beans,3
la colomba,colomba,380.0,14.0,56.0,7.0,off,baked goods,cakes & pastries,colomba,2
la colomba gran galup,colomba,387.0,18.0,50.0,5.9,off,baked goods,cakes & pastries,colomba,4
pecorino,pecorino,411.0,33.0,0.6,28.0,off,,,pecorino,1
sauce pour pates tradizionale,groceries,65.0,3.2000000476837,6.4000000953674,1.8999999761581,off,other,undefined,groceries,4
tronchetti di patate,cooked unsalted dried pasta,155.0,1.0,32.0,3.3,off,,,cooked unsalted dried pasta,3
gnocchi di patate,pates-alimentaires,127.95,0.418428571428571,28.0778571428571,2.06428571428571,off,,,pates-alimentaires,3
sugo al basilico,groceries,69.3116634799234,3.1,5.9,1.2,off,other,undefined,groceries,3
tortiglioni,tortiglioni,351.0,1.5,69.0,14.0,off,,,tortiglioni,1
pennoni rigati,durum wheat pasta,351.0,1.5,69.0,14.0,off,grains & pasta,pasta & noodles,durum wheat pasta,2
orecchiette nudeln,orecchiette,351.0,1.5,69.0,14.0,off,grains & pasta,pasta & noodles,orecchiette,2
farfalle medie n,dry pastas,351.0,1.5,69.0,14.0,off,grains & pasta,pasta & noodles,dry pastas,3
semola,durum wheat semolinas,347.0,1.5,70.0,12.0,off,grains & pasta,flour & corn meal,durum wheat semolinas,1
olive giganti intere in salamoia,olive tree products,149.0,15.0,0.0,1.6,off,,,olive tree products,5
coucous integrale,couscous,351.0,2.4,66.0,12.0,off,,,couscous,2
despar riso e latte,puddings,126.0,2.9,21.6,3.3,off,dairy & eggs,dairy desserts,puddings,4
crea pizza rettangolare,pizza dough,280.0,5.0,48.0,7.9,off,grains & pasta,bread,pizza dough,3
sfoglia rettangolare,puff pastry sheets,396.0,24.0,35.0,6.1,off,baked goods,cakes & pastries,puff pastry sheets,2
pasta frolla,cereals and their products,441.0,23.0,53.0,4.9,off,grains & pasta,cereal,cereals and their products,2
yogurt cremoso frutti di bosco,yogurts,100.0,3.4,14.0,3.5,off,dairy & eggs,yogurt,yogurts,5
yogurt da bere fragola,yogurts,61.0,0.9,10.0,3.1,off,dairy & eggs,yogurt,yogurts,4
stuffer gusto cappuccino freddo,sweetened beverages,67.0,1.2,11.0,3.0,off,beverages,soda & soft drinks,sweetened beverages,4
grissini,breadsticks,417.0,9.7,71.0,10.0,off,grains & pasta,bread,breadsticks,1
blond risotti,rices,349.0,0.8,78.1,6.9,off,grains & pasta,rice,rices,2
riso,rices,208.0,2.3,41.0,4.7,off,grains & pasta,rice,rices,1
gallo venere riso nero,precooked rices,78.0,1.9,39.0,4.0,off,grains & pasta,rice,precooked rices,4
riz rouge complet parfume,red rices,357.0,3.4,71.0,8.6,off,,,red rices,4
riso basmati,basmati rices,352.0,1.0,77.0,8.3,off,grains & pasta,rice,basmati rices,2
pulpe fine de tomats,plant-based foods,22.0,0.1,3.3,1.1,off,plant-based alternatives,plant-based other,plant-based foods,4
ragu funghi salsiccia e datterini,pasta sauces,106.0,5.3,6.8,6.8,off,condiments & sauces,cooking sauces,pasta sauces,5
piselli fini,canned peas,72.0,0.9,7.6,4.9,off,vegetables,canned vegetables,canned peas,2
mais italiano cotto a vapore,canned sweet corn,83.0,1.8,12.2,2.6,off,vegetables,canned vegetables,canned sweet corn,5
grune bohnen,canned legumes,24.0,0.3,2.3,1.3,off,legumes & beans,canned beans,canned legumes,2
aardbeien en wilde aardbeien,strawberry jams,155.0,0.0,37.0,0.0,off,sweets & confectionery,jams & spreads,strawberry jams,4
esse di carnia,biscuits,455.0,15.0,73.0,6.9,off,baked goods,cookies & biscuits,biscuits,3
mix max,filled sponge cake slices,427.0,20.0,55.0,5.6,off,baked goods,cakes & pastries,filled sponge cake slices,2
mix milk,filled sponge cake slices,437.0,21.9,53.5,5.8,off,baked goods,cakes & pastries,filled sponge cake slices,2
trancetto cacao,filled sponge cake slices,369.0,13.0,57.0,5.1,off,baked goods,cakes & pastries,filled sponge cake slices,2
balconi rollino hazelnut,filled sponge cake slices,421.0,20.0,53.0,5.5,off,baked goods,cakes & pastries,filled sponge cake slices,3
rollino cacao,pastries,427.0,21.6,51.4,5.9,off,baked goods,cakes & pastries,pastries,2
mix max coconut,filled sponge cake slices,440.0,23.0,51.0,6.2,off,baked goods,cakes & pastries,filled sponge cake slices,3
trancetto abricot,filled sponge cake slices,378.571428571429,14.6428571428571,57.1428571428571,6.07142857142857,off,baked goods,cakes & pastries,filled sponge cake slices,2
balconi tiramisu cake,sweet snacks,365.0,16.0,50.5,4.5,off,snacks,other snacks,sweet snacks,3
balconi choco dessert,sweet snacks,383.0,17.0,52.0,4.7,off,snacks,other snacks,sweet snacks,3
viennese soft sponge cake,cakes,356.0,12.3,56.5,4.0,off,baked goods,cakes & pastries,cakes,4
wafers noisette,chocolate stuffed wafers,520.0,26.8,62.0,6.2,off,baked goods,cookies & biscuits,chocolate stuffed wafers,2
strawberry cake,cakes,356.0,12.8,56.5,3.5,off,baked goods,cakes & pastries,cakes,2
philadelphia original,formaggio-fresco,266.666666666667,26.3333333333333,2.66666666666667,4.0,off,,,formaggio-fresco,2
sottilette light,cheeses,174.825174825175,6.55172414,7.5862069,16.55172414,off,dairy & eggs,cheese,cheeses,2
fantasie al salmone,industrial cheese,248.0,26.5,2.5,6.4,off,dairy & eggs,cheese,industrial cheese,3
philadelphia original,cream cheeses,270.0,26.0,2.2,5.7,off,dairy & eggs,cheese,cream cheeses,2
the limone zero,iced teas,1.0,0.0,0.1,0.0,off,beverages,tea,iced teas,3
skin care,flavored waters,16.0,0.0,2.9,1.1,off,beverages,other beverages,flavored waters,2
actimel bianco,sweetened fermented milk drinks with l casei,70.0,1.6,11.0,3.0,off,,,sweetened fermented milk drinks with l casei,2
actimel fragola,milk drinks fermented with l casei,76.0,1.5,12.0,2.8,off,dairy & eggs,yogurt,milk drinks fermented with l casei,2
actimel multifrutti,milk drinks fermented with l casei,77.0,1.5,13.0,2.8,off,dairy & eggs,yogurt,milk drinks fermented with l casei,2
crema gusto vaniglia,dairy desserts,108.0,3.0,17.0,3.0,off,dairy & eggs,dairy desserts,dairy desserts,3
kefir gusto mirtillo,kefir,68.75,3.1,7.5,2.9,off,dairy & eggs,yogurt,kefir,3
noci sgusciate,walnuts,699.0,67.0,5.0,17.0,off,snacks,nuts & seeds,walnuts,2
sfogliavelo vitello,stuffed pastas,242.4,8.0,40.0,13.0,off,grains & pasta,pasta & noodles,stuffed pastas,2
basil pesto,green pestos,576.0,57.0,10.0,4.7,off,condiments & sauces,cooking sauces,green pestos,2
sfogliavelo salmone,ravioli,299.0,15.0,28.0,11.0,off,grains & pasta,pasta & noodles,ravioli,2
lasagna bolognese,bolognese lasagne,214.0,14.0,12.0,9.7,off,grains & pasta,pasta & noodles,bolognese lasagne,2
ravioli with mushrooms,ravioli,255.0,7.2,36.0,8.8,off,grains & pasta,pasta & noodles,ravioli,3
girasoli legumes du soleil,pasta stuffed with vegetables,221.0,6.8,29.0,8.2,off,,,pasta stuffed with vegetables,4
