item_name,cat,kcal_100g,fat_100g,carbs_100g,protein_100g,source,cat_l1,cat_l2,cat_l3,item_name_word_count
onion pre sliced bagels onion,breads,306.0,1.76,62.35,10.59,off,grains & pasta,bread,breads,5
pre sliced bagels,bagel breads,271.0,2.35,51.76,11.76,off,grains & pasta,bread,bagel breads,3
round top white bread,sliced breads,259.26,3.7,51.85,7.41,off,grains & pasta,bread,sliced breads,4
pre sliced plain bagels plain,breads,294.0,1.18,62.35,9.41,off,grains & pasta,bread,breads,5
light rye,sliced breads,202.630474196023,1.77653164573864,46.4067315792614,8.73470211113636,off,grains & pasta,bread,sliced breads,2
round top honey wheat bread,wheat breads,259.25925925926,1.8518518518519,51.851851851852,11.111111111111,off,grains & pasta,bread,wheat breads,5
english muffin,english muffins,228.0701754386,0.87719298245614,47.368421052632,8.7719298245614,off,grains & pasta,bread,english muffins,2
english muffins,english muffins,228.070175438596,0.0,49.1228070175439,5.26315789473684,off,grains & pasta,bread,english muffins,2
english muffins,english muffins,228.0701754386,0.87719298245614,47.368421052632,8.7719298245614,off,grains & pasta,bread,english muffins,2
wheat bread,wheat breads,254.918198529412,1.48042279411765,51.6443474264706,7.42292279411765,off,grains & pasta,bread,wheat breads,2
white bread,white breads,279.07,2.33,74.42,9.3,off,grains & pasta,bread,white breads,2
cinnamon raisin bagels,breads,258.833700657895,2.04781085526316,49.6341266447368,7.81806957236842,off,grains & pasta,bread,breads,3
everything bagels,bagel breads,233.300951171875,1.5374169921875,41.6611029947917,9.935556640625,off,grains & pasta,bread,bagel breads,2
round top white enriched bread,breads,241.0,3.45,48.28,6.9,off,grains & pasta,bread,breads,5
wheat bread,breads,241.0,3.45,48.28,6.9,off,grains & pasta,bread,breads,2
kroger mini bagels cinnamon raisin,bagel breads,251.838692112973,1.37214660644532,46.7636464972245,9.9309609503495,off,grains & pasta,bread,bagel breads,5
bread,breads,222.0,3.33,44.44,11.11,off,grains & pasta,bread,breads,1
flax and chia bread,breads,256.0,4.65,46.51,9.3,off,grains & pasta,bread,breads,4
hamburger burns,breads,233.0,2.5,45.0,11.67,off,grains & pasta,bread,breads,2
white bread,breads,241.0,3.45,48.28,6.9,off,grains & pasta,bread,breads,2
wheat bread,wheats,241.0,3.45,48.28,10.34,off,grains & pasta,other grains,wheats,2
original non dairy coffee creamer,creamer,66.6666666666667,3.33333333333333,6.66666666666667,0.0,off,dairy & eggs,milk,creamer,5
enriched white bread,breads,276.0,1.72,51.72,6.9,off,grains & pasta,bread,breads,3
wheat bread,breads,276.0,1.72,51.72,10.34,off,grains & pasta,bread,breads,2
parmesan cheese crisps,croutons,571.428571428572,42.857142857143,0.0,42.857142857143,off,snacks,other snacks,croutons,3
peanuts,peanuts,571.428571428572,50.0,14.2857142857143,25.0,off,snacks,nuts & seeds,peanuts,1
peach,breads,411.0,22.22,53.33,4.44,off,grains & pasta,bread,breads,1
roasted deluxe mixed nuts,mixed nuts,246.642857142857,50.5696428571429,16.2180357142857,16.3467857142857,off,snacks,nuts & seeds,mixed nuts,4
kroger original english muffins,english muffins,289.914038461539,8.37763461538462,40.5938461538462,9.88400384615385,off,grains & pasta,bread,english muffins,4
blended grade a lowfat yogurt,yogurts,102.0,1.55,17.7,4.87,off,dairy & eggs,yogurt,yogurts,5
kroger english muffins cinnamon raisin,breads,262.0,0.82,55.74,6.56,off,grains & pasta,bread,breads,5
sourdough english muffins,breads,228.070175438596,0.87719298245614,49.1228070175439,5.26315789473684,off,grains & pasta,bread,breads,3
greek nonfat yogurt,yogurts,75.0,0.0,12.88,6.1,off,dairy & eggs,yogurt,yogurts,3
greek nonfat yogurt smoothie,yogurts,71.0,0.34,11.53,6.1,off,dairy & eggs,yogurt,yogurts,4
sliced wide pan bread,breads,289.0,4.44,48.89,8.89,off,grains & pasta,bread,breads,4
artisan style bakery bread,breads,289.0,3.95,55.26,7.89,off,grains & pasta,bread,breads,4
greek plain nonfat yogurt,greek-style yogurts,58.8235294117647,0.0,7.0,17.0,off,dairy & eggs,yogurt,greek-style yogurts,4
blended nonfat greek yogurt vanilla,greek-style yogurts,70.5479238991608,0.220462262184878,8.8184904873951,9.70033953613461,off,dairy & eggs,yogurt,greek-style yogurts,5
strawberry greek nonfat yogurt,yogurts,87.0,0.0,12.67,8.67,off,dairy & eggs,yogurt,yogurts,4
strained greek yogurt,yogurts,107.0,1.67,14.0,7.33,off,dairy & eggs,yogurt,yogurts,3
honey strained greek yogurt,yogurts,120.0,1.67,19.33,7.33,off,dairy & eggs,yogurt,yogurts,4
strained greek yogurt,yogurts,100.0,1.67,12.67,7.33,off,dairy & eggs,yogurt,yogurts,3
strained greek yogurt,yogurts,93.0,1.67,11.33,7.33,off,dairy & eggs,yogurt,yogurts,3
strained greek yogurt,yogurts,100.0,1.67,12.67,7.33,off,dairy & eggs,yogurt,yogurts,3
strained greek yogurt,yogurts,94.0,1.76,10.59,8.24,off,dairy & eggs,yogurt,yogurts,3
greek yogurt,greek-style yogurts,70.5882352941177,2.35294117647059,4.11764705882353,9.41176470588235,off,dairy & eggs,yogurt,greek-style yogurts,2
strained greek nonfat yogurt,yogurts,82.0,0.0,10.59,8.82,off,dairy & eggs,yogurt,yogurts,4
enriched white bread,breads,259.0,3.7,51.85,7.41,off,grains & pasta,bread,breads,3
wheat bread,breads,259.0,3.7,51.85,11.11,off,grains & pasta,bread,breads,2
coconut greek nonfat yogurt coconut,yogurts,93.0,1.67,11.33,8.67,off,dairy & eggs,yogurt,yogurts,5
chocolate cranberry pave,breads,232.0,3.57,46.43,7.14,off,grains & pasta,bread,breads,3
multi seed thin sliced bread,sliced breads,259.25925925926,9.2592592592593,44.444444444444,14.814814814815,off,grains & pasta,bread,sliced breads,5
fresh mozzarella cheese,cheeses,250.0,17.857142857143,3.5714285714286,17.857142857143,off,dairy & eggs,cheese,cheeses,3
plain lowfat yogurt,yogurts,70.58824,1.47059,9.41176,4.70588,off,dairy & eggs,yogurt,yogurts,3
market and mill bakery bread,breads,263.15789473684,2.6315789473684,55.263157894737,7.8947368421053,off,grains & pasta,bread,breads,5
artisan style bakery bread,breads,263.157894736842,2.62894736842105,52.6315789473684,10.5,off,grains & pasta,bread,breads,4
carbmaster wheat bread,wheat breads,111.11111111111,3.7037037037037,33.333333333333,14.814814814815,off,grains & pasta,bread,wheat breads,3
french bread,breads,232.0,1.79,48.21,8.93,off,grains & pasta,bread,breads,2
roasted garlic artisan bread,breads,246.0,0.0,50.88,8.77,off,grains & pasta,bread,breads,4
creamy peanut butter,nut butters,583.0825,46.197875,17.0975,21.7561875,off,sweets & confectionery,jams & spreads,nut butters,3
freshly frozen sliced strawberries,frozen fruits,35.7142857142857,0.0,9.2857142857143,0.71428571428571,off,vegetables,frozen vegetables,frozen fruits,4
pre sliced blueberry bagels,bagel breads,305.88235294118,1.7647058823529,62.352941176471,9.4117647058824,off,grains & pasta,bread,bagel breads,4
pre sliced everything bagels,bagel breads,317.6471,5.2941,58.8235,10.5882,off,grains & pasta,bread,bagel breads,4
classic white enriched bread,white breads,259.259259259259,3.7037037037037,51.8518518518519,7.40740740740741,off,grains & pasta,bread,white breads,4
white enriched bread,breads,249.20935,1.118475,49.494245,7.27933,off,grains & pasta,bread,breads,3
honey oat wide pan bread,sliced breads,288.888888888889,3.33333333333333,53.3333333333333,11.1111111111111,off,grains & pasta,bread,sliced breads,5
potato bread,breads,130.0,1.0,26.0,4.0,off,grains & pasta,bread,breads,2
dark rye wide pan bread,dark-rye-bread,244.44444,2.22222,44.44444,11.11111,off,,,dark-rye-bread,5
bucatini pasta,bucatini,357.14285714286,0.89285714285714,73.214285714286,12.5,off,,,bucatini,2
classic white bread,carbmaster-classic-white-bread,185.185185185185,0.0,33.3333333333333,14.8148148148148,off,,,carbmaster-classic-white-bread,3
nutritional yeast seasoning,nutritional yeast,400.0,0.0,40.0,60.0,off,,,nutritional yeast,3
plain bagels,bagel breads,305.882352941176,1.76470588235294,60.0,9.41176470588235,off,grains & pasta,bread,bagel breads,2
multi seed bagel,bagel breads,317.64705882353,4.1176470588235,55.294117647059,11.764705882353,off,grains & pasta,bread,bagel breads,3
original organic soymilk,soymilk,37.5,1.45833333333333,3.75,2.91666666666667,off,,,soymilk,3
original english muffins,english muffins,245.61403508772,1.7543859649123,45.614035087719,7.0175438596491,off,grains & pasta,bread,english muffins,3
seeded sourdough baguette artisan bread,breads,231.0,2.88,44.23,7.69,off,grains & pasta,bread,breads,5
sharp cheddar shredded cheese,cheeses,321.428571428572,21.4285714285714,7.14285714285714,25.0,off,dairy & eggs,cheese,cheeses,4
organic plain bagels,bagel breads,258.82352941176,1.7647058823529,52.941176470588,9.4117647058824,off,grains & pasta,bread,bagel breads,3
plain lowfat yogurt,yogurts,70.5882352941177,1.47058823529412,9.41176470588235,4.70588235294118,off,dairy & eggs,yogurt,yogurts,3
vanilla lowfat yogurt,yogurts,82.3529411764706,1.47058823529412,12.3529411764706,4.70588235294118,off,dairy & eggs,yogurt,yogurts,3
greek nonfat yogurt plain,yogurt greek-style ewe's milk,58.8235294117647,0.0,7.0,17.0,off,dairy & eggs,yogurt,yogurt greek-style ewe's milk,4
strained greek nonfat yogurt plain,greek-nonfat-yogurt,64.7058823529412,0.0,4.1,10.6,off,,,greek-nonfat-yogurt,5
white bread,white breads,269.23076923077,1.9230769230769,50.0,7.6923076923077,off,grains & pasta,bread,white breads,2
multigrain wide pan bread,breads,290.858532476113,1.3666454556968,57.7708296365772,8.90213033622048,off,grains & pasta,bread,breads,4
sweet hawaiian,breads,337.83783783784,5.4054054054054,56.756756756757,10.810810810811,off,grains & pasta,bread,breads,2
plain bagels,bagel breads,273.68421052632,1.5789473684211,55.789473684211,8.4210526315789,off,grains & pasta,bread,bagel breads,2
multi grain,breads,232.55813953488,4.6511627906977,44.186046511628,11.627906976744,off,grains & pasta,bread,breads,2
multi seed bagels,bagel breads,317.64705882353,5.8823529411765,55.294117647059,11.764705882353,off,grains & pasta,bread,bagel breads,3
grape jelly,fruit-spreads,250.0,0.0,65.0,0.0,off,,,fruit-spreads,2
cinnamon raisin bread,packaged breads,250.649520442708,1.89667376302083,47.8537939973958,7.83200283854166,off,grains & pasta,bread,packaged breads,3
super firm tofu,tofu,142.857142857143,7.69230769230769,2.1978021978022,15.3846153846154,off,plant-based alternatives,plant-based meat,tofu,3
sprouted honey oat bread,breads,117.056565504808,0.573254206730768,24.2749286358173,2.77563551682692,off,grains & pasta,bread,breads,4
chilling sauce,sauces,88.2352941176471,0.0,23.5294117647059,0.0,off,condiments & sauces,cooking sauces,sauces,2
bakery fresh goodness flatbread original,breads,242.0,7.37,51.58,6.32,off,grains & pasta,bread,breads,5
artisan style white bread,loaf,289.473684210526,3.94736842105263,55.2631578947368,7.89473684210526,off,,,loaf,4
traditional bread crumbs,bread crumbs,241.429960638053,1.33268825115758,50.4048998848895,7.61159585321075,off,grains & pasta,bread,bread crumbs,3
thin sliced multiseed bread,breads,259.259259259259,9.25925925925926,44.4444444444444,14.8148148148148,off,grains & pasta,bread,breads,4
thin sliced ancient grain bread,breads,259.259259259259,3.7037037037037,48.1481481481481,11.1111111111111,off,grains & pasta,bread,breads,5
organic multiseed,breads,240.672375,3.945525,49.9305625,8.91640625,off,grains & pasta,bread,breads,2
muesli,mueslis,334.275791931152,2.71482931518555,69.1246444072724,8.68488335800171,off,grains & pasta,cereal,mueslis,1
flour tortillas fajita size,tortilla,323.529411764706,8.82352941176471,52.9411764705882,8.82352941176471,off,,,tortilla,4
oats and honey granola,rolled oats,433.333333333333,11.6666666666667,71.6666666666667,8.33333333333333,off,grains & pasta,cereal,rolled oats,4
classic white bread,breaded products,269.230769230769,3.84615384615385,53.8461538461538,7.69230769230769,off,other,other,breaded products,3
carb master peach,yogurts,41.1764705882353,0.882352941176471,2.35294117647059,5.29411764705882,off,dairy & eggs,yogurt,yogurts,3
carbmaster lowfat cultured dairy blend,yogurts,41.1764705882353,0.882352941176471,2.35294117647059,5.29411764705882,off,dairy & eggs,yogurt,yogurts,5
vanilla carb master yogurt,low-fat yogurts,41.1764705882353,0.882352941176471,2.35294117647059,5.29411764705882,off,dairy & eggs,yogurt,low-fat yogurts,4
vanilla,yogurts,24.2214532871972,0.519031141868512,1.3840830449827,3.11418685121107,off,dairy & eggs,yogurt,yogurts,1
original english muffins,english muffins,233.480779166667,1.85076041666667,40.7381808333333,9.90831458333333,off,grains & pasta,bread,english muffins,3
sourdough wide pan bread,breads,110.0,1.5,20.0,4.0,off,grains & pasta,bread,breads,4
protein penne,penne,357.142857142857,1.78571428571429,67.8571428571429,19.6428571428571,off,grains & pasta,pasta & noodles,penne,2
soft taco flour tortilla,breads,320.0,9.0,54.0,6.0,off,grains & pasta,bread,breads,4
sharp cheddar shredded cheese,cheeses,428.571428571429,32.1428571428571,7.14285714285714,21.4285714285714,off,dairy & eggs,cheese,cheeses,4
wheat bread,wheat breads,266.666666666667,0.0,56.6666666666667,10.0,off,grains & pasta,bread,wheat breads,2
wheat bread,white breads,289.058357142857,1.91344642857143,54.9412785714286,9.72395,off,grains & pasta,bread,white breads,2
protein cottage cheese,fresh cheeses,79.646017699115,2.21238938053097,2.65486725663717,13.2743362831858,off,dairy & eggs,cheese,fresh cheeses,3
protein bagels,bagel breads,247.058823529412,1.17647058823529,38.8235294117647,20.0,off,grains & pasta,bread,bagel breads,2
protein bagel,special breads,258.823529411765,3.52941176470588,37.6470588235294,20.0,off,grains & pasta,bread,special breads,2
multigrain bread,breads,250.0,5.56,41.67,11.11,off,grains & pasta,bread,breads,2
sliced breakfast bread,breads,262.0,3.57,50.0,9.52,off,grains & pasta,bread,breads,3
beef shaved steak,meats,178.571428571429,10.7142857142857,0.0,19.6428571428571,off,other,other,meats,3
cottage cheese,undefined,70.7964601769911,0.0,5.30973451327434,11.5,off,other,undefined,undefined,2
carb master cultured dairy blend,yogurts,35.0,0.88,2.35,5.29,off,dairy & eggs,yogurt,yogurts,5
blended lowfat yogurt,yogurts,112.0,1.18,21.18,4.12,off,dairy & eggs,yogurt,yogurts,3
kroger lite nonfat yogurt blueberry,yogurts,47.0,0.0,7.06,4.12,off,dairy & eggs,yogurt,yogurts,5
kroger lite nonfat yogurt peach,yogurts,47.0,0.0,6.47,4.12,off,dairy & eggs,yogurt,yogurts,5
kroger lite nonfat yogurt vanilla,yogurts,47.0,0.0,7.06,3.53,off,dairy & eggs,yogurt,yogurts,5
kroger lowfat yogurt black cherry,yogurts,100.0,1.18,18.24,3.53,off,dairy & eggs,yogurt,yogurts,5
lite nonfat yogurt,yogurts,44.0,0.0,7.05,3.96,off,dairy & eggs,yogurt,yogurts,3
kroger greek nonfat yogurt vanilla,greek-style yogurts,62.0,0.22,5.73,9.25,off,dairy & eggs,yogurt,greek-style yogurts,5
nonfat yogurt,yogurts,53.0,0.0,7.49,5.29,off,dairy & eggs,yogurt,yogurts,2
blended grade a lowfat yogurt,yogurts,111.0,1.11,20.8,4.42,off,dairy & eggs,yogurt,yogurts,5
lowfat plain yogurt,yogurts,62.0,1.76,7.05,4.85,off,dairy & eggs,yogurt,yogurts,3
kroger carbmaster yogurt blackberry,yogurts,35.0,0.88,2.35,5.29,off,dairy & eggs,yogurt,yogurts,4
kroger cultured dairy blend cherry,yogurts,35.0,0.88,2.35,5.29,off,dairy & eggs,yogurt,yogurts,5
cultured dairy blend,yogurts,35.0,0.88,2.35,5.29,off,dairy & eggs,yogurt,yogurts,3
original orange juice,undefined,11.35,0.0275,2.4025,0.1525,off,other,undefined,undefined,3
greek nonfat yogurt smoothie,yogurts,64.0,0.0,10.51,6.1,off,dairy & eggs,yogurt,yogurts,4
greek nonfat yogurt smoothie,yogurts,71.0,0.0,11.86,6.1,off,dairy & eggs,yogurt,yogurts,4
kroger vanilla yogurt,yogurts,88.235294117647,1.4705882352941,14.117647058824,4.7058823529412,off,dairy & eggs,yogurt,yogurts,3
yogurt smoothie,yogurts,61.0,0.68,10.17,3.73,off,dairy & eggs,yogurt,yogurts,2
mozzarella shredded cheese,mozzarella,285.714285714286,16.0714285714286,7.14285714285714,25.0,off,dairy & eggs,cheese,mozzarella,3
mexican style blend shredded cheese,undefined,321.428571428572,26.7742542317708,0.623013671874991,20.8258356119792,off,other,undefined,undefined,5
blended peach lowfat yogurt,yogurts,140.0,2.0,22.0,7.0,off,dairy & eggs,yogurt,yogurts,4
blended raspberry lowfat yogurt,raspberry yogurts,82.352941176471,1.1764705882353,12.941176470588,4.1176470588235,off,dairy & eggs,yogurt,raspberry yogurts,4
mexican style blend shredded cheese,undefined,392.857142857143,32.1428571428571,3.57142857142857,21.4285714285714,off,other,undefined,undefined,5
lowfat blended strawberry yogurt,yogurts,82.352941176471,1.1764705882353,12.941176470588,4.1176470588235,off,dairy & eggs,yogurt,yogurts,4
lowfat yogurt,yogurts,82.0,1.18,13.53,4.12,off,dairy & eggs,yogurt,yogurts,2
lowfat yogurt,yogurts,82.0,1.18,12.94,4.12,off,dairy & eggs,yogurt,yogurts,2
greek blended nonfat yogurt,yogurts,67.0,0.0,9.33,10.0,off,dairy & eggs,yogurt,yogurts,4
blended nonfat yogurt,yogurts,73.0,0.0,8.67,10.0,off,dairy & eggs,yogurt,yogurts,3
greek nonfat yogurt,yogurts,60.0,0.0,5.33,8.67,off,dairy & eggs,yogurt,yogurts,3
greek nonfat yogurt,yogurts,60.0,0.0,4.0,10.0,off,dairy & eggs,yogurt,yogurts,3
reduced fat milk,milks,58.3333333333333,2.08333333333333,5.83333333333333,4.16666666666667,off,dairy & eggs,milk,milks,3
greek nonfat yogurt,yogurts,100.0,1.33,12.67,9.33,off,dairy & eggs,yogurt,yogurts,3
nonfat greek yogurt with probiotics,yogurts,80.0,0.0,12.67,8.67,off,dairy & eggs,yogurt,yogurts,5
protein smoothie,yogurts,34.0,0.68,2.7,4.05,off,dairy & eggs,yogurt,yogurts,2
carbmaster lowfat yogurt vanilla,yogurts,41.1765,0.8824,2.9412,5.2941,off,dairy & eggs,yogurt,yogurts,4
low fat frozen yogurt,low-fat yogurts,140.63,1.56,28.13,3.13,off,dairy & eggs,yogurt,low-fat yogurts,4
neufchatel cheese,neufchâtel cheese from cow's milk,250.0,21.4285714285714,7.14285714285714,7.14285714285714,off,,,neufchâtel cheese from cow's milk,2
ribeye steak,undefined,185.840707964602,12.3893805309735,0.884955752212389,18.5840707964602,off,other,undefined,undefined,2
natural bison sirloin steak,undefined,111.764705882353,1.3840830449827,0.0,12.4567474048443,off,other,undefined,undefined,4
muenster sliced cheese,undefined,363.636363636364,31.8181818181818,0.0,22.7272727272727,off,other,undefined,undefined,3
upcycled seeded multigrain bread,breads,277.77777777778,8.3333333333333,41.666666666667,11.111111111111,off,grains & pasta,bread,breads,4
traditional feta cheese crumbles,feta-cheese,250.0,0.1878325,5.28427,3.2260675,off,dairy & eggs,cheese,feta-cheese,4
shredded parmesan cheese,cheeses,400.0,20.0,0.0,40.0,off,dairy & eggs,cheese,cheeses,3
madeleine and brownie bites,hummus,444.444444444445,22.2222222222222,51.8518518518519,3.7037037037037,off,legumes & beans,hummus & bean dips,hummus,4
kroger shrimp,frozen shrimps,53.0973451327434,0.442477876106195,0.0,11.5044247787611,off,,,frozen shrimps,2
sashimi,sashimi,117.647058823529,2.35294117647059,0.0,22.3529411764706,off,,,sashimi,1
brown gravy mix,undefined,333.333333333333,0.0,66.6666666666667,0.0,off,other,undefined,undefined,3
old fashioned oats,oat,375.0,6.51,57.9,13.3,off,grains & pasta,cereal,oat,3
pink salmon,fishes,123.893805309735,4.40924884036755,0.0,20.2825446656908,off,fish & seafood,fresh fish,fishes,2
mackerel,mackerel fillets,0.0,3.43333333333333,0.0,14.7333333333333,off,fish & seafood,fresh fish,mackerel fillets,1
broccoli florets,fruits and vegetables based foods,36.0,0.48,1.7,3.95,off,other,other,fruits and vegetables based foods,2
dijon mustard,dijon mustards,100.0,2.54152777777778,1.59844444444444,1.66591111111111,off,condiments & sauces,ketchup & mustard,dijon mustards,2
mixed vegetables,undefined,25.6,0.0,5.76,0.64,off,other,undefined,undefined,2
peas and carrots,undefined,48.0,0.0,6.4,1.92,off,other,undefined,undefined,3
homestyle cheese and garlic croutons,breads,428.57,14.29,71.43,14.29,off,grains & pasta,bread,breads,5
kroger bread crumbs traditional,bread crumbs,393.0,5.36,67.86,14.29,off,grains & pasta,bread,bread crumbs,4
green peas,undefined,67.4157303370787,0.0,13.4831460674157,4.49438202247191,off,other,undefined,undefined,2
reduced fat mozzarella string cheese,mozzarella,208.33,10.42,4.17,25.0,off,dairy & eggs,cheese,mozzarella,5
nonfat greek yogurt,greek-style yogurts,73.0,0.0,10.0,8.67,off,dairy & eggs,yogurt,greek-style yogurts,3
greek nonfat yogurt,yogurts,87.0,0.0,12.0,8.67,off,dairy & eggs,yogurt,yogurts,3
diced green chile peppers,undefined,16.6666666666667,0.0,3.33333333333333,0.0,off,other,undefined,undefined,4
original tomato ketchup,tomato ketchup,117.647058823529,0.0,29.4117647058824,0.0,off,condiments & sauces,ketchup & mustard,tomato ketchup,3
enriched white bread,breads,269.0,2.88,50.0,7.69,off,grains & pasta,bread,breads,3
wheat bread,breads,250.0,1.92,50.0,7.69,off,grains & pasta,bread,breads,2
butternut squash,butternut squashes,23.1,0.1,4.6,0.55,off,,,butternut squashes,2
blue corn tortilla chips,corn chips,500.0,21.4285714285714,67.8571428571429,7.14285714285714,off,snacks,chips & crisps,corn chips,4
caesar croutons garlic and parmesan,croutons with garlic,428.57142857143,14.285714285714,71.428571428571,14.285714285714,off,snacks,other snacks,croutons with garlic,5
cinnamon raisin bread,breads,285.71,3.57,53.57,7.14,off,grains & pasta,bread,breads,3
strawberry yogurt,strawberry yogurts,90.0,1.5,15.0,5.0,off,dairy & eggs,yogurt,strawberry yogurts,2
top ems crispy jalapenos,breads,571.0,42.86,42.86,0.0,off,grains & pasta,bread,breads,3
